CASE ID,2nd_3rd line,TEST_2nd_3rd line,Events from start,Events from end
800,0.99566853,1,15,1
801,0.18930653,0,1,6
801,0.13549787,0,2,5
801,0.07544422,0,3,4
801,0.04435861,0,4,3
801,0.03182575,0,5,2
801,0.02727297,0,6,1
805,0.380167,1,1,15
805,0.39097923,1,2,14
805,0.94632804,1,3,13
805,0.33451387,1,4,12
805,0.20160028,1,5,11
805,0.16800922,1,6,10
805,0.13369915,1,7,9
805,0.9512359,1,8,8
805,0.4926466,0,9,7
805,0.41852114,0,10,6
805,0.30903935,0,11,5
805,0.27634126,0,12,4
805,0.2776888,0,13,3
805,0.2768853,0,14,2
805,0.2548091,0,15,1
809,0.47600627,1,1,20
809,0.4766264,1,2,19
809,0.47648546,1,3,18
809,0.66818696,1,4,17
809,0.47424272,0,5,16
809,0.46278116,0,6,15
809,0.4729195,0,7,14
809,0.38060892,0,8,13
809,0.29108077,0,9,12
809,0.25341395,0,10,11
809,0.21306473,0,11,10
809,0.20542485,0,12,9
809,0.17695001,0,13,8
809,0.16596329,0,14,7
809,0.13384253,0,15,6
809,0.12614277,0,16,5
809,0.10319707,0,17,4
809,0.090934545,0,18,3
809,0.07987031,0,19,2
809,0.06728551,0,20,1
810,0.4160702,1,1,27
810,0.47232673,1,2,26
810,0.6029031,1,3,25
810,0.5692134,1,4,24
810,0.6760417,1,5,23
810,0.78400815,1,6,22
810,0.9079436,1,7,21
810,0.9626079,1,8,20
810,0.9682204,1,9,19
810,0.9722145,1,10,18
810,0.95527685,1,11,17
810,0.94985473,1,12,16
810,0.9347856,1,13,15
810,0.9912996,1,14,14
810,0.905843,1,15,13
810,0.9617928,1,16,12
810,0.5757613,1,17,11
810,0.36205035,0,18,10
810,0.25285777,0,19,9
810,0.22555918,0,20,8
810,0.22702548,0,21,7
810,0.22451577,0,22,6
810,0.24216372,0,23,5
810,0.24241036,0,24,4
810,0.25759766,0,25,3
810,0.31443113,0,26,2
810,0.22448546,0,27,1
813,0.57170904,1,1,52
813,0.67079955,1,2,51
813,0.8733618,1,3,50
813,0.92603874,1,4,49
813,0.97191286,1,5,48
813,0.94623816,1,6,47
813,0.93602705,1,7,46
813,0.67305815,1,8,45
813,0.66710854,1,9,44
813,0.5930319,1,10,43
813,0.49828935,1,11,42
813,0.48823574,1,12,41
813,0.43409646,1,13,40
813,0.60818505,1,14,39
813,0.66478235,1,15,38
813,0.7939658,1,16,37
813,0.5515718,1,17,36
813,0.3991117,1,18,35
813,0.40265846,1,19,34
813,0.39903706,1,20,33
813,0.39754647,1,21,32
813,0.39099613,1,22,31
813,0.35139048,1,23,30
813,0.33658266,1,24,29
813,0.5351677,1,25,28
813,0.6368996,1,26,27
813,0.5621964,1,27,26
813,0.5696182,1,28,25
813,0.6419048,1,29,24
813,0.85075617,1,30,23
813,0.9015108,1,31,22
813,0.89836335,1,32,21
813,0.8873514,1,33,20
813,0.889302,1,34,19
813,0.9401989,1,35,18
813,0.84029573,1,36,17
813,0.4388765,0,37,16
813,0.35086513,0,38,15
813,0.3665564,0,39,14
813,0.33273858,0,40,13
813,0.2850169,0,41,12
813,0.31390226,0,42,11
813,0.34326765,0,43,10
813,0.33865935,0,44,9
813,0.35857478,0,45,8
813,0.49599752,0,46,7
813,0.47663498,0,47,6
813,0.387623,0,48,5
813,0.37077582,0,49,4
813,0.3661306,0,50,3
813,0.37823164,0,51,2
813,0.27575988,0,52,1
818,0.23486993,0,1,6
818,0.1886011,0,2,5
818,0.11216858,0,3,4
818,0.06503183,0,4,3
818,0.039566457,0,5,2
818,0.029834509,0,6,1
820,0.32827997,1,1,9
820,0.34451804,1,2,8
820,0.93106574,1,3,7
820,0.9662613,1,4,6
820,0.98627055,1,5,5
820,0.97661394,1,6,4
820,0.9850642,1,7,3
820,0.9708599,1,8,2
820,0.9923378,1,9,1
823,0.41349074,1,1,14
823,0.40180397,1,2,13
823,0.98081374,1,3,12
823,0.9231702,1,4,11
823,0.3858829,1,5,10
823,0.30346012,1,6,9
823,0.26018018,1,7,8
823,0.31954497,1,8,7
823,0.29556465,1,9,6
823,0.61672395,1,10,5
823,0.40159258,1,11,4
823,0.39233974,1,12,3
823,0.3018874,1,13,2
823,0.3750719,1,14,1
825,0.47547242,1,1,29
825,0.47555983,1,2,28
825,0.41437072,1,3,27
825,0.57678473,1,4,26
825,0.48011848,1,5,25
825,0.3369459,1,6,24
825,0.38352054,1,7,23
825,0.2806403,1,8,22
825,0.64067173,1,9,21
825,0.32140487,1,10,20
825,0.5026698,1,11,19
825,0.47885224,1,12,18
825,0.42692405,1,13,17
825,0.4793768,1,14,16
825,0.39176083,1,15,15
825,0.291983,1,16,14
825,0.26744682,1,17,13
825,0.2108356,1,18,12
825,0.2018196,1,19,11
825,0.18355364,1,20,10
825,0.31296906,1,21,9
825,0.21915606,0,22,8
825,0.15748921,0,23,7
825,0.13647225,0,24,6
825,0.11626467,0,25,5
825,0.08949256,0,26,4
825,0.071880996,0,27,3
825,0.06180826,0,28,2
825,0.04545784,0,29,1
831,0.36224833,0,1,4
831,0.29481554,0,2,3
831,0.22800216,0,3,2
831,0.16852748,0,4,1
832,0.43630573,1,1,9
832,0.7758509,1,2,8
832,0.9899453,1,3,7
832,0.98175997,1,4,6
832,0.99439657,1,5,5
832,0.99416864,1,6,4
832,0.98201585,1,7,3
832,0.9708569,1,8,2
832,0.992302,1,9,1
840,0.33197495,0,1,8
840,0.31529588,0,2,7
840,0.22594872,0,3,6
840,0.1926617,0,4,5
840,0.16824377,0,5,4
840,0.1399295,0,6,3
840,0.11271256,0,7,2
840,0.07147053,0,8,1
841,0.9789349,1,1,6
841,0.9903984,1,2,5
841,0.9941548,1,3,4
841,0.99544966,1,4,3
841,0.995582,1,5,2
841,0.9958135,1,6,1
843,0.3608935,1,1,23
843,0.28546724,1,2,22
843,0.22921637,1,3,21
843,0.18584433,1,4,20
843,0.17271894,1,5,19
843,0.13120309,1,6,18
843,0.1186941,1,7,17
843,0.13892505,1,8,16
843,0.14320108,1,9,15
843,0.15168318,1,10,14
843,0.14497453,1,11,13
843,0.13901561,1,12,12
843,0.482471,1,13,11
843,0.25916293,0,14,10
843,0.14894253,0,15,9
843,0.1576998,0,16,8
843,0.10949418,0,17,7
843,0.11259389,0,18,6
843,0.08516902,0,19,5
843,0.0872187,0,20,4
843,0.071516246,0,21,3
843,0.062841475,0,22,2
843,0.043356776,0,23,1
845,0.22803041,0,1,8
845,0.19454247,0,2,7
845,0.21400821,0,3,6
845,0.18512747,0,4,5
845,0.2153416,0,5,4
845,0.19767499,0,6,3
845,0.18830585,0,7,2
845,0.10524434,0,8,1
846,0.5201573,1,1,21
846,0.70057964,1,2,20
846,0.8544799,1,3,19
846,0.79917824,1,4,18
846,0.9876089,1,5,17
846,0.872425,1,6,16
846,0.7945818,1,7,15
846,0.61386204,1,8,14
846,0.41561276,1,9,13
846,0.31161022,1,10,12
846,0.26556885,1,11,11
846,0.28643197,1,12,10
846,0.27345923,1,13,9
846,0.7648157,1,14,8
846,0.48961323,1,15,7
846,0.47085837,1,16,6
846,0.5056026,1,17,5
846,0.88894683,1,18,4
846,0.68668765,1,19,3
846,0.5974116,1,20,2
846,0.9740345,1,21,1
848,0.250239,0,1,8
848,0.20988795,0,2,7
848,0.13381287,0,3,6
848,0.09341839,0,4,5
848,0.06262052,0,5,4
848,0.042914867,0,6,3
848,0.0331434,0,7,2
848,0.028532594,0,8,1
849,0.421585,1,1,9
849,0.44517082,1,2,8
849,0.3799144,1,3,7
849,0.2858866,1,4,6
849,0.8889086,1,5,5
849,0.96431196,1,6,4
849,0.9902812,1,7,3
849,0.9466729,1,8,2
849,0.8693788,1,9,1
851,0.24276084,0,1,19
851,0.18766844,0,2,18
851,0.12900203,0,3,17
851,0.089366436,0,4,16
851,0.057946652,0,5,15
851,0.040485144,0,6,14
851,0.0323503,0,7,13
851,0.028436601,0,8,12
851,0.027400523,0,9,11
851,0.025087416,0,10,10
851,0.023838729,0,11,9
851,0.02312538,0,12,8
851,0.022488326,0,13,7
851,0.022586942,0,14,6
851,0.022384524,0,15,5
851,0.02257052,0,16,4
851,0.022002697,0,17,3
851,0.021932155,0,18,2
851,0.022022069,0,19,1
855,0.3667127,0,1,17
855,0.3638103,0,2,16
855,0.3239999,0,3,15
855,0.3069582,0,4,14
855,0.29478925,0,5,13
855,0.21788296,0,6,12
855,0.14818424,0,7,11
855,0.09345737,0,8,10
855,0.05523953,0,9,9
855,0.035912037,0,10,8
855,0.029049516,0,11,7
855,0.02630353,0,12,6
855,0.023585021,0,13,5
855,0.022695601,0,14,4
855,0.022301048,0,15,3
855,0.022296757,0,16,2
855,0.02199182,0,17,1
857,0.43354475,1,1,15
857,0.45367408,1,2,14
857,0.47784126,1,3,13
857,0.4954738,1,4,12
857,0.7093341,1,5,11
857,0.79954314,1,6,10
857,0.87322253,1,7,9
857,0.9803884,1,8,8
857,0.98729086,1,9,7
857,0.989118,1,10,6
857,0.99406195,1,11,5
857,0.9935061,1,12,4
857,0.99445844,1,13,3
857,0.9894728,1,14,2
857,0.98510677,1,15,1
863,0.4553705,0,1,7
863,0.45847085,0,2,6
863,0.38300744,0,3,5
863,0.29147702,0,4,4
863,0.25676697,0,5,3
863,0.26840848,0,6,2
863,0.19948506,0,7,1
865,0.38611233,1,1,22
865,0.3941509,1,2,21
865,0.96337295,1,3,20
865,0.8000555,1,4,19
865,0.6068229,1,5,18
865,0.6073674,1,6,17
865,0.9295304,1,7,16
865,0.97882605,1,8,15
865,0.98952246,1,9,14
865,0.9935407,1,10,13
865,0.99395275,1,11,12
865,0.9942765,1,12,11
865,0.9944986,1,13,10
865,0.99512076,1,14,9
865,0.9933787,1,15,8
865,0.99070394,1,16,7
865,0.99501026,1,17,6
865,0.99509966,1,18,5
865,0.9946979,1,19,4
865,0.9942492,1,20,3
865,0.98868006,1,21,2
865,0.9903901,1,22,1
870,0.6058377,1,1,10
870,0.93982476,1,2,9
870,0.86121905,1,3,8
870,0.53423405,1,4,7
870,0.25748777,1,5,6
870,0.9324826,1,6,5
870,0.9837147,1,7,4
870,0.9908776,1,8,3
870,0.99347454,1,9,2
870,0.99412644,1,10,1
871,0.48722038,0,1,24
871,0.50451475,0,2,23
871,0.53597945,0,3,22
871,0.451469,0,4,21
871,0.37565804,0,5,20
871,0.32156292,0,6,19
871,0.2675356,0,7,18
871,0.218034,0,8,17
871,0.16864476,0,9,16
871,0.12552324,0,10,15
871,0.11465162,0,11,14
871,0.10962278,0,12,13
871,0.066520154,0,13,12
871,0.074554205,0,14,11
871,0.054475933,0,15,10
871,0.046791404,0,16,9
871,0.049464345,0,17,8
871,0.062343746,0,18,7
871,0.035414904,0,19,6
871,0.06782216,0,20,5
871,0.062742025,0,21,4
871,0.07227662,0,22,3
871,0.079591334,0,23,2
871,0.040363014,0,24,1
880,0.30814826,0,1,16
880,0.27075517,0,2,15
880,0.21665066,0,3,14
880,0.17806157,0,4,13
880,0.20013475,0,5,12
880,0.19523862,0,6,11
880,0.22053632,0,7,10
880,0.26546586,0,8,9
880,0.31471512,0,9,8
880,0.29262537,0,10,7
880,0.28480604,0,11,6
880,0.28652066,0,12,5
880,0.28862345,0,13,4
880,0.2859426,0,14,3
880,0.29107565,0,15,2
880,0.2680241,0,16,1
882,0.824138,1,1,4
882,0.98996526,1,2,3
882,0.99282885,1,3,2
882,0.9949236,1,4,1
883,0.6631596,1,1,18
883,0.9553083,1,2,17
883,0.9848857,1,3,16
883,0.99187076,1,4,15
883,0.9940131,1,5,14
883,0.9944736,1,6,13
883,0.9944111,1,7,12
883,0.9941032,1,8,11
883,0.9944762,1,9,10
883,0.9942529,1,10,9
883,0.9946798,1,11,8
883,0.9948695,1,12,7
883,0.9943589,1,13,6
883,0.99056745,1,14,5
883,0.99301726,1,15,4
883,0.9925061,1,16,3
883,0.99408007,1,17,2
883,0.9947901,1,18,1
893,0.5630151,1,1,12
893,0.5818083,1,2,11
893,0.41983485,1,3,10
893,0.34857166,1,4,9
893,0.23232698,1,5,8
893,0.26719797,1,6,7
893,0.9787586,1,7,6
893,0.97899234,1,8,5
893,0.9909295,1,9,4
893,0.95345736,1,10,3
893,0.7684268,1,11,2
893,0.95631677,1,12,1
896,0.24797311,0,1,3
896,0.19798723,0,2,2
896,0.11397371,0,3,1
901,0.58478147,1,1,13
901,0.9160315,1,2,12
901,0.9932064,1,3,11
901,0.9938154,1,4,10
901,0.9952238,1,5,9
901,0.99533176,1,6,8
901,0.9956045,1,7,7
901,0.99578,1,8,6
901,0.99563974,1,9,5
901,0.99588585,1,10,4
901,0.9957324,1,11,3
901,0.9958743,1,12,2
901,0.9958273,1,13,1
903,0.425889,1,1,12
903,0.29627305,1,2,11
903,0.26801974,1,3,10
903,0.5698233,1,4,9
903,0.22213295,0,5,8
903,0.17474365,0,6,7
903,0.12832421,0,7,6
903,0.089025974,0,8,5
903,0.0737623,0,9,4
903,0.055686355,0,10,3
903,0.04711166,0,11,2
903,0.037333786,0,12,1
907,0.36457413,1,1,13
907,0.41644752,1,2,12
907,0.36656767,1,3,11
907,0.26521915,1,4,10
907,0.48981997,1,5,9
907,0.3019056,0,6,8
907,0.19986537,0,7,7
907,0.14284351,0,8,6
907,0.08870444,0,9,5
907,0.05351022,0,10,4
907,0.036988974,0,11,3
907,0.028785408,0,12,2
907,0.025609493,0,13,1
908,0.48587355,1,1,44
908,0.59286565,1,2,43
908,0.9916687,1,3,42
908,0.9924411,1,4,41
908,0.99483585,1,5,40
908,0.99488217,1,6,39
908,0.9946571,1,7,38
908,0.99481577,1,8,37
908,0.9924251,1,9,36
908,0.9927048,1,10,35
908,0.90755695,1,11,34
908,0.88770586,1,12,33
908,0.92875195,1,13,32
908,0.97141814,1,14,31
908,0.8573271,1,15,30
908,0.80810094,1,16,29
908,0.5066083,1,17,28
908,0.4395443,1,18,27
908,0.56629145,1,19,26
908,0.44559526,1,20,25
908,0.8919991,1,21,24
908,0.5794201,1,22,23
908,0.67081577,1,23,22
908,0.55590045,1,24,21
908,0.66108274,1,25,20
908,0.5361599,1,26,19
908,0.97427654,1,27,18
908,0.8476381,1,28,17
908,0.92888165,1,29,16
908,0.39951077,1,30,15
908,0.32308286,1,31,14
908,0.3778301,1,32,13
908,0.4716705,1,33,12
908,0.29579288,1,34,11
908,0.3079546,1,35,10
908,0.27492726,1,36,9
908,0.28238273,1,37,8
908,0.31559706,1,38,7
908,0.28023547,1,39,6
908,0.70012975,1,40,5
908,0.49619943,1,41,4
908,0.79299814,1,42,3
908,0.68817306,1,43,2
908,0.95323133,1,44,1
911,0.29685396,0,1,11
911,0.22707024,0,2,10
911,0.21757165,0,3,9
911,0.24301049,0,4,8
911,0.2190086,0,5,7
911,0.23862591,0,6,6
911,0.2291123,0,7,5
911,0.20492181,0,8,4
911,0.16382056,0,9,3
911,0.13257036,0,10,2
911,0.08969334,0,11,1
915,0.9338007,1,1,14
915,0.45121285,1,2,13
915,0.38111138,1,3,12
915,0.39570838,1,4,11
915,0.3702076,1,5,10
915,0.9756443,1,6,9
915,0.9872217,1,7,8
915,0.9919566,1,8,7
915,0.9943609,1,9,6
915,0.99505115,1,10,5
915,0.9953362,1,11,4
915,0.99558014,1,12,3
915,0.99573183,1,13,2
915,0.9959021,1,14,1
923,0.941621,1,1,15
923,0.98956287,1,2,14
923,0.92038655,1,3,13
923,0.96052355,1,4,12
923,0.99485654,1,5,11
923,0.9947294,1,6,10
923,0.977397,1,7,9
923,0.69309163,1,8,8
923,0.88647735,1,9,7
923,0.9661922,1,10,6
923,0.52244925,1,11,5
923,0.38748324,1,12,4
923,0.4194364,1,13,3
923,0.5046383,1,14,2
923,0.883547,1,15,1
929,0.69648206,1,1,13
929,0.988117,1,2,12
929,0.9923762,1,3,11
929,0.99511194,1,4,10
929,0.9954729,1,5,9
929,0.9956964,1,6,8
929,0.995846,1,7,7
929,0.9957663,1,8,6
929,0.99566185,1,9,5
929,0.99523914,1,10,4
929,0.9873411,1,11,3
929,0.9944092,1,12,2
929,0.9949038,1,13,1
930,0.477423,1,1,41
930,0.41991696,1,2,40
930,0.5419071,1,3,39
930,0.22688201,1,4,38
930,0.1785391,1,5,37
930,0.12772274,1,6,36
930,0.088618875,1,7,35
930,0.075092286,1,8,34
930,0.06114936,1,9,33
930,0.054729044,1,10,32
930,0.044658065,1,11,31
930,0.043915957,1,12,30
930,0.039492846,1,13,29
930,0.034597397,1,14,28
930,0.032313257,1,15,27
930,0.031081647,1,16,26
930,0.033558547,1,17,25
930,0.032387316,1,18,24
930,0.034024328,1,19,23
930,0.03171274,1,20,22
930,0.03046298,1,21,21
930,0.03066811,1,22,20
930,0.03192568,1,23,19
930,0.032113284,1,24,18
930,0.14899254,1,25,17
930,0.03584063,1,26,16
930,0.037885547,1,27,15
930,0.03097403,1,28,14
930,0.029678524,1,29,13
930,0.02946961,1,30,12
930,0.0302023,1,31,11
930,0.030401051,1,32,10
930,0.033313304,1,33,9
930,0.031864643,1,34,8
930,0.112299204,1,35,7
930,0.062618256,0,36,6
930,0.037884504,0,37,5
930,0.031913906,0,38,4
930,0.026760101,0,39,3
930,0.026120126,0,40,2
930,0.023925275,0,41,1
931,0.6140966,1,1,10
931,0.88861245,1,2,9
931,0.9934164,1,3,8
931,0.9944759,1,4,7
931,0.99587524,1,5,6
931,0.99592894,1,6,5
931,0.99612373,1,7,4
931,0.996234,1,8,3
931,0.9962996,1,9,2
931,0.9964259,1,10,1
933,0.87023675,1,1,11
933,0.9871409,1,2,10
933,0.9910159,1,3,9
933,0.99351215,1,4,8
933,0.9952934,1,5,7
933,0.9952292,1,6,6
933,0.9955739,1,7,5
933,0.99522877,1,8,4
933,0.99511683,1,9,3
933,0.99573666,1,10,2
933,0.99582595,1,11,1
935,0.6148726,1,1,3
935,0.96852505,1,2,2
935,0.9681059,1,3,1
937,0.9423138,1,1,6
937,0.9891139,1,2,5
937,0.9937775,1,3,4
937,0.9952707,1,4,3
937,0.99549276,1,5,2
937,0.99566483,1,6,1
938,0.44046104,0,1,18
938,0.4654794,0,2,17
938,0.36522564,0,3,16
938,0.3173691,0,4,15
938,0.2881471,0,5,14
938,0.26033282,0,6,13
938,0.2795406,0,7,12
938,0.29929316,0,8,11
938,0.32344872,0,9,10
938,0.3665473,0,10,9
938,0.357778,0,11,8
938,0.2839533,0,12,7
938,0.27525833,0,13,6
938,0.22002065,0,14,5
938,0.21918434,0,15,4
938,0.19854045,0,16,3
938,0.18641922,0,17,2
938,0.13498837,0,18,1
942,0.3547609,1,1,8
942,0.46762937,1,2,7
942,0.36887014,1,3,6
942,0.35995233,1,4,5
942,0.88638914,1,5,4
942,0.60388106,1,6,3
942,0.447071,1,7,2
942,0.96634614,1,8,1
944,0.3301366,0,1,4
944,0.4102491,0,2,3
944,0.35140303,0,3,2
944,0.19379729,0,4,1
948,0.2097651,0,1,10
948,0.18505645,0,2,9
948,0.13908234,0,3,8
948,0.08703405,0,4,7
948,0.058770537,0,5,6
948,0.04269755,0,6,5
948,0.037288487,0,7,4
948,0.034104675,0,8,3
948,0.031755626,0,9,2
948,0.028517425,0,10,1
953,0.4905899,1,1,9
953,0.48095956,1,2,8
953,0.3445192,1,3,7
953,0.5667986,1,4,6
953,0.9915916,1,5,5
953,0.99238837,1,6,4
953,0.9947058,1,7,3
953,0.99492544,1,8,2
953,0.99544775,1,9,1
954,0.1986045,0,1,8
954,0.16528037,0,2,7
954,0.10711989,0,3,6
954,0.06463021,0,4,5
954,0.043362617,0,5,4
954,0.03422621,0,6,3
954,0.029302806,0,7,2
954,0.027383715,0,8,1
955,0.20711392,0,1,4
955,0.14289942,0,2,3
955,0.07957414,0,3,2
955,0.047028303,0,4,1
957,0.19498423,0,1,3
957,0.1654574,0,2,2
957,0.12181252,0,3,1
963,0.34636682,1,1,17
963,0.40096787,1,2,16
963,0.9497903,1,3,15
963,0.9753331,1,4,14
963,0.61102015,1,5,13
963,0.74829245,1,6,12
963,0.6845676,1,7,11
963,0.39228117,1,8,10
963,0.30800122,1,9,9
963,0.81918526,1,10,8
963,0.7726011,1,11,7
963,0.41386178,1,12,6
963,0.4822816,1,13,5
963,0.46514773,1,14,4
963,0.5037729,1,15,3
963,0.512335,1,16,2
963,0.68435365,1,17,1
972,0.9695329,1,1,5
972,0.9882026,1,2,4
972,0.99267113,1,3,3
972,0.9933461,1,4,2
972,0.9944182,1,5,1
974,0.19103402,0,1,11
974,0.14128074,0,2,10
974,0.08150998,0,3,9
974,0.048625022,0,4,8
974,0.03477326,0,5,7
974,0.030307949,0,6,6
974,0.02901724,0,7,5
974,0.027518302,0,8,4
974,0.025756508,0,9,3
974,0.02429232,0,10,2
974,0.023959339,0,11,1
980,0.20899731,0,1,7
980,0.16259623,0,2,6
980,0.10319483,0,3,5
980,0.06529418,0,4,4
980,0.0441162,0,5,3
980,0.03388822,0,6,2
980,0.029441237,0,7,1
981,0.76674855,1,1,12
981,0.9876727,1,2,11
981,0.99221337,1,3,10
981,0.99522436,1,4,9
981,0.9954039,1,5,8
981,0.99547386,1,6,7
981,0.99562967,1,7,6
981,0.9956422,1,8,5
981,0.99584746,1,9,4
981,0.9957895,1,10,3
981,0.9958764,1,11,2
981,0.99587715,1,12,1
983,0.19085532,0,1,18
983,0.13690141,0,2,17
983,0.079616755,0,3,16
983,0.04972148,0,4,15
983,0.035936028,0,5,14
983,0.030324697,0,6,13
983,0.027620554,0,7,12
983,0.026239902,0,8,11
983,0.025577247,0,9,10
983,0.02479124,0,10,9
983,0.024797529,0,11,8
983,0.024691254,0,12,7
983,0.024583071,0,13,6
983,0.024144977,0,14,5
983,0.023034751,0,15,4
983,0.022315413,0,16,3
983,0.021963656,0,17,2
983,0.021544129,0,18,1
984,0.2804492,1,1,31
984,0.23500511,1,2,30
984,0.20461994,1,3,29
984,0.26252186,1,4,28
984,0.93410885,1,5,27
984,0.9841887,1,6,26
984,0.9921235,1,7,25
984,0.99427044,1,8,24
984,0.995487,1,9,23
984,0.9953475,1,10,22
984,0.99523973,1,11,21
984,0.9950907,1,12,20
984,0.99144316,1,13,19
984,0.983444,1,14,18
984,0.8937106,1,15,17
984,0.80199206,1,16,16
984,0.58918947,1,17,15
984,0.65963703,1,18,14
984,0.5546528,1,19,13
984,0.7148073,1,20,12
984,0.66968846,1,21,11
984,0.95164204,1,22,10
984,0.99130523,1,23,9
984,0.99309695,0,24,8
984,0.9850458,0,25,7
984,0.93953747,0,26,6
984,0.8832445,0,27,5
984,0.9707322,0,28,4
984,0.97548866,0,29,3
984,0.9595915,0,30,2
984,0.75563556,0,31,1
987,0.4046671,1,1,10
987,0.36005026,1,2,9
987,0.98545015,1,3,8
987,0.6903581,1,4,7
987,0.36839893,1,5,6
987,0.49993026,1,6,5
987,0.9717559,1,7,4
987,0.9071015,1,8,3
987,0.6593032,1,9,2
987,0.67441225,1,10,1
990,0.8885063,0,1,16
990,0.98964715,0,2,15
990,0.9924295,0,3,14
990,0.99506164,0,4,13
990,0.9956842,0,5,12
990,0.995902,0,6,11
990,0.99609923,0,7,10
990,0.99620354,0,8,9
990,0.9962392,0,9,8
990,0.9962672,0,10,7
990,0.9962969,0,11,6
990,0.996335,0,12,5
990,0.9965173,0,13,4
990,0.9966968,0,14,3
990,0.9967502,0,15,2
990,0.99653804,0,16,1
993,0.24688494,1,1,9
993,0.2035045,1,2,8
993,0.36698604,1,3,7
993,0.5580034,1,4,6
993,0.9854963,1,5,5
993,0.9871407,1,6,4
993,0.96458507,1,7,3
993,0.9883511,1,8,2
993,0.9907734,1,9,1
997,0.36848563,1,1,11
997,0.3827425,1,2,10
997,0.4173745,1,3,9
997,0.41874903,1,4,8
997,0.9862728,1,5,7
997,0.8965788,1,6,6
997,0.82465076,1,7,5
997,0.5965394,1,8,4
997,0.8274696,1,9,3
997,0.96962106,1,10,2
997,0.9896097,1,11,1
1000,0.3134037,0,1,9
1000,0.28281766,0,2,8
1000,0.23468667,0,3,7
1000,0.17811322,0,4,6
1000,0.11723089,0,5,5
1000,0.1039083,0,6,4
1000,0.07923716,0,7,3
1000,0.051598877,0,8,2
1000,0.035863996,0,9,1
1002,0.61796147,1,1,17
1002,0.8110076,1,2,16
1002,0.51661193,1,3,15
1002,0.32301438,1,4,14
1002,0.31004655,1,5,13
1002,0.7392603,1,6,12
1002,0.97467065,1,7,11
1002,0.98839664,1,8,10
1002,0.99373364,1,9,9
1002,0.9947349,1,10,8
1002,0.9950522,1,11,7
1002,0.9949753,1,12,6
1002,0.9863218,1,13,5
1002,0.7243875,1,14,4
1002,0.911462,1,15,3
1002,0.9853151,1,16,2
1002,0.9945955,1,17,1
1007,0.6461912,1,1,18
1007,0.8450597,1,2,17
1007,0.8888025,1,3,16
1007,0.9924351,1,4,15
1007,0.9878595,1,5,14
1007,0.9948747,1,6,13
1007,0.9951935,1,7,12
1007,0.9956045,1,8,11
1007,0.99580777,1,9,10
1007,0.99584216,1,10,9
1007,0.9957516,1,11,8
1007,0.99572015,1,12,7
1007,0.99585694,1,13,6
1007,0.99492854,1,14,5
1007,0.9956874,1,15,4
1007,0.995361,1,16,3
1007,0.9951876,1,17,2
1007,0.9954032,1,18,1
1016,0.33806813,1,1,10
1016,0.33914542,1,2,9
1016,0.29055288,1,3,8
1016,0.3192141,1,4,7
1016,0.8752942,1,5,6
1016,0.96890557,1,6,5
1016,0.98766565,1,7,4
1016,0.9707623,1,8,3
1016,0.56635004,1,9,2
1016,0.94330204,1,10,1
1017,0.91985047,1,1,10
1017,0.99035263,1,2,9
1017,0.99365455,1,3,8
1017,0.99553245,1,4,7
1017,0.99570096,1,5,6
1017,0.9957829,1,6,5
1017,0.9959047,1,7,4
1017,0.995903,1,8,3
1017,0.9959109,1,9,2
1017,0.9959563,1,10,1
1019,0.914677,1,1,14
1019,0.9861593,1,2,13
1019,0.99261403,1,3,12
1019,0.99484336,1,4,11
1019,0.9952221,1,5,10
1019,0.99518657,1,6,9
1019,0.9955628,1,7,8
1019,0.99545324,1,8,7
1019,0.9952078,1,9,6
1019,0.99512607,1,10,5
1019,0.995334,1,11,4
1019,0.9953344,1,12,3
1019,0.9951644,1,13,2
1019,0.9948368,1,14,1
1021,0.49423066,1,1,11
1021,0.61465025,1,2,10
1021,0.99112487,1,3,9
1021,0.99182904,1,4,8
1021,0.99504644,1,5,7
1021,0.9951042,1,6,6
1021,0.99527055,1,7,5
1021,0.9954603,1,8,4
1021,0.9956372,1,9,3
1021,0.995728,1,10,2
1021,0.9957768,1,11,1
1026,0.3208707,0,1,32
1026,0.25811902,0,2,31
1026,0.20540074,0,3,30
1026,0.16678104,0,4,29
1026,0.12292951,0,5,28
1026,0.12428555,0,6,27
1026,0.112564534,0,7,26
1026,0.11267251,0,8,25
1026,0.09699738,0,9,24
1026,0.10091144,0,10,23
1026,0.09223765,0,11,22
1026,0.08724582,0,12,21
1026,0.07968798,0,13,20
1026,0.07147318,0,14,19
1026,0.06054303,0,15,18
1026,0.045655847,0,16,17
1026,0.035411388,0,17,16
1026,0.03225404,0,18,15
1026,0.029501975,0,19,14
1026,0.028952748,0,20,13
1026,0.027750075,0,21,12
1026,0.027498394,0,22,11
1026,0.026946038,0,23,10
1026,0.026782691,0,24,9
1026,0.026468873,0,25,8
1026,0.026295066,0,26,7
1026,0.026432842,0,27,6
1026,0.025785685,0,28,5
1026,0.025844365,0,29,4
1026,0.025048256,0,30,3
1026,0.024934024,0,31,2
1026,0.023215383,0,32,1
1027,0.280369,0,1,10
1027,0.20284855,0,2,9
1027,0.14107808,0,3,8
1027,0.11697784,0,4,7
1027,0.10591507,0,5,6
1027,0.118713856,0,6,5
1027,0.10995996,0,7,4
1027,0.085691124,0,8,3
1027,0.069797605,0,9,2
1027,0.043328702,0,10,1
