CASE ID,Back-Office Adjustment Requested,Authorization Requested,Pending Request for acquittance of heirs,TEST_Back-Office Adjustment Requested,TEST_Authorization Requested,TEST_Pending Request for acquittance of heirs,Events from start,Events from end
20191008111,0.005524546,0.0004118085,0.9433354,0,0,1,7,4
20191008111,0.007267922,0.0030272603,0.7994632,0,0,1,8,3
20191008111,0.0052084923,0.00070914626,0.9036571,0,0,1,9,2
20191008111,0.0021550953,2.0802021e-05,0.9817452,0,0,1,10,1
20191008120,0.026388913,0.9777856,0.0002773702,0,1,0,1,5
20191008120,0.025038809,0.9974822,0.00035494566,0,1,0,2,4
20191008120,0.028422654,0.006970018,0.000119775534,0,0,0,3,3
20191008120,0.013603598,9.2417e-05,4.6610832e-05,0,0,0,4,2
20191008120,0.010534883,2.8014183e-05,0.00026586652,0,0,0,5,1
20191008122,0.03831923,0.00029596686,0.00013262033,0,0,0,1,5
20191008122,0.038163662,9.611249e-05,0.00019901991,0,0,0,2,4
20191008122,0.043139458,3.0457973e-05,3.2633543e-05,0,0,0,3,3
20191008122,0.038526863,1.2993813e-05,2.2113323e-05,0,0,0,4,2
20191008122,0.038953334,1.5228987e-05,2.2679567e-05,0,0,0,5,1
20191008132,0.03916058,0.0002924204,0.00013840199,0,0,0,1,5
20191008132,0.037595898,8.98242e-05,0.00019156933,0,0,0,2,4
20191008132,0.041814357,2.9802322e-05,3.3080578e-05,0,0,0,3,3
20191008132,0.03835699,1.218915e-05,1.9520521e-05,0,0,0,4,2
20191008132,0.044139028,6.1273575e-05,3.877282e-05,0,0,0,5,1
20191008133,0.038927972,0.00029468536,0.00013327599,0,0,0,1,5
20191008133,0.03732556,9.447336e-05,0.00022563338,0,0,0,2,4
20191008133,0.04004249,1.9967556e-05,2.6166439e-05,0,0,0,3,3
20191008133,0.037516832,1.385808e-05,2.1576881e-05,0,0,0,4,2
20191008133,0.0355995,8.285046e-06,1.9431114e-05,0,0,0,5,1
20191008141,0.038353264,0.00029161572,0.00013968349,0,0,0,1,5
20191008141,0.037226528,9.277463e-05,0.00021505356,0,0,0,2,4
20191008141,0.03826207,1.6748905e-05,2.3901463e-05,0,0,0,3,3
20191008141,0.033548594,6.7949295e-06,2.0235777e-05,0,0,0,4,2
20191008141,0.034385532,4.6491623e-06,1.6242266e-05,0,0,0,5,1
20191008150,0.03861019,0.0002965033,0.00013613701,0,0,0,1,5
20191008150,0.03799811,9.462237e-05,0.00019869208,0,0,0,2,4
20191008150,0.037450165,1.6361475e-05,2.2947788e-05,0,0,0,3,3
20191008150,0.034089893,5.751848e-06,1.8626451e-05,0,0,0,4,2
20191008150,0.035722226,5.185604e-06,1.6123056e-05,0,0,0,5,1
20191008155,0.038337618,0.00029665232,0.00013259053,0,0,0,1,9
20191008155,0.027888864,7.545948e-05,0.00026395917,0,0,0,2,8
20191008155,0.02488321,1.1622906e-06,1.0818243e-05,0,0,0,3,7
20191008155,0.027602851,5.662441e-07,1.1742115e-05,0,0,0,4,6
20191008155,0.026888281,3.2782555e-07,9.298325e-06,0,0,0,5,5
20191008155,0.02750194,2.9802322e-07,8.46386e-06,0,0,0,6,4
20191008155,0.027989656,2.9802322e-07,8.6426735e-06,0,0,0,7,3
20191008155,0.030819297,4.4703484e-07,8.761883e-06,0,0,0,8,2
20191008155,0.03097105,3.2782555e-07,8.493662e-06,0,0,0,9,1
20191008156,0.039081097,0.00028896332,0.0001333952,0,0,0,1,4
20191008156,0.04205814,7.817149e-05,0.00017392635,0,0,0,2,3
20191008156,0.055398345,0.0004388392,0.0001437366,0,0,0,3,2
20191008156,0.050355345,0.00023308396,9.351969e-05,0,0,0,4,1
20191008160,0.044649184,0.00020551682,0.0001039207,0,0,0,1,5
20191008160,0.038059622,8.311868e-05,0.00016984344,0,0,0,2,4
20191008160,0.043914348,3.4749508e-05,3.528595e-05,0,0,0,3,3
20191008160,0.0409064,1.4662743e-05,2.1755695e-05,0,0,0,4,2
20191008160,0.042636633,4.506111e-05,3.772974e-05,0,0,0,5,1
20191008165,0.04492894,0.00021114945,0.00010356307,0,0,0,1,5
20191008165,0.03847313,7.724762e-05,0.00016725063,0,0,0,2,4
20191008165,0.043599427,2.9087067e-05,3.3676624e-05,0,0,0,3,3
20191008165,0.03535217,6.467104e-06,1.7374754e-05,0,0,0,4,2
20191008165,0.03694716,5.096197e-06,1.5497208e-05,0,0,0,5,1
20191008168,0.041682452,0.00023525953,0.00012779236,0,0,0,1,5
20191008168,0.036655426,9.563565e-05,0.00018924475,0,0,0,2,4
20191008168,0.0427593,3.0010939e-05,3.5077333e-05,0,0,0,3,3
20191008168,0.039331764,1.2040138e-05,1.9073486e-05,0,0,0,4,2
20191008168,0.042282045,4.0769577e-05,3.296137e-05,0,0,0,5,1
20191008182,0.025902897,0.97775507,0.00028032064,0,1,0,1,5
20191008182,0.024908572,0.99750066,0.00034967065,0,1,0,2,4
20191008182,0.027988374,0.007094562,0.00011694431,0,0,0,3,3
20191008182,0.013560593,8.636713e-05,4.2527914e-05,0,0,0,4,2
20191008182,0.010446548,2.9712915e-05,0.0002706945,0,0,0,5,1
20191008184,0.074519604,0.00057798624,0.0004377663,0,0,0,1,5
20191008184,0.043705106,0.0001514852,0.00019931793,0,0,0,2,4
20191008184,0.039159685,6.964803e-05,0.00016266108,0,0,0,3,3
20191008184,0.044641435,3.20673e-05,3.424287e-05,0,0,0,4,2
20191008184,0.040406525,1.6063452e-05,1.898408e-05,0,0,0,5,1
20191008185,0.038294226,0.00029543042,0.00013262033,0,0,0,1,5
20191008185,0.0371311,9.49502e-05,0.00022253394,0,0,0,2,4
20191008185,0.0357261,1.1563301e-05,2.0444393e-05,0,0,0,3,3
20191008185,0.032697648,4.7683716e-06,1.8119812e-05,0,0,0,4,2
20191008185,0.03546527,5.3346157e-06,1.6629696e-05,0,0,0,5,1
20191008189,0.13306072,0.9957347,0.00025117397,0,1,0,1,5
20191008189,0.13356736,0.9964026,0.00013875961,0,1,0,2,4
20191008189,0.08531496,0.008114517,5.5283308e-05,0,0,0,3,3
20191008189,0.07435992,0.00062328577,8.508563e-05,0,0,0,4,2
20191008189,0.077810764,0.00054222345,0.0002478361,0,0,0,5,1
20191008190,0.025140435,0.97762847,0.0002962649,0,1,0,1,5
20191008190,0.02475822,0.99753284,0.00034570694,0,1,0,2,4
20191008190,0.02156356,0.006480366,0.00016278028,0,0,0,3,3
20191008190,0.013422221,8.4728e-05,4.7951937e-05,0,0,0,4,2
20191008190,0.011095405,2.2560358e-05,0.00023451447,0,0,0,5,1
20191008191,0.07132819,0.0006420016,0.00054460764,0,0,0,1,5
20191008191,0.065574706,4.0352345e-05,7.9125166e-05,0,0,0,2,4
20191008191,0.05622208,0.00010818243,0.00012034178,0,0,0,3,3
20191008191,0.060943156,0.000143677,0.0001013875,0,0,0,4,2
20191008191,0.052766383,0.00016188622,7.894635e-05,0,0,0,5,1
20191008192,0.03895873,0.0002925396,0.00013309717,0,0,0,1,5
20191008192,0.037696183,0.00010037422,0.00022521615,0,0,0,2,4
20191008192,0.040387034,2.2560358e-05,2.7030706e-05,0,0,0,3,3
20191008192,0.036441773,1.0281801e-05,2.2113323e-05,0,0,0,4,2
20191008192,0.03779888,1.2874603e-05,2.1666288e-05,0,0,0,5,1
20191008193,0.038386017,0.00029209256,0.00014004111,0,0,0,1,5
20191008193,0.037597865,9.512901e-05,0.00020584464,0,0,0,2,4
20191008193,0.04211065,2.7269125e-05,2.8014183e-05,0,0,0,3,3
20191008193,0.03700784,1.1444092e-05,2.2113323e-05,0,0,0,4,2
20191008193,0.039758086,2.5331974e-05,2.7865171e-05,0,0,0,5,1
20191008200,0.03830394,0.00029107928,0.00013929605,0,0,0,1,5
20191008200,0.037676036,9.524822e-05,0.0002028048,0,0,0,2,4
20191008200,0.042149216,2.7567148e-05,2.8342009e-05,0,0,0,3,3
20191008200,0.035678,1.0311604e-05,2.1219254e-05,0,0,0,4,2
20191008200,0.036383986,7.867813e-06,1.8417835e-05,0,0,0,5,1
20191008212,0.13177547,0.9956459,0.00024840236,0,1,0,1,5
20191008212,0.13301432,0.99641716,0.00013884902,0,1,0,2,4
20191008212,0.048439145,0.005970001,0.00011238456,0,0,0,3,3
20191008212,0.050074995,0.00042170286,8.5383654e-05,0,0,0,4,2
20191008212,0.056006044,0.0005275309,0.00037705898,0,0,0,5,1
20191008219,0.047363758,0.00017952919,8.994341e-05,0,0,0,1,5
20191008219,0.041123033,5.9217215e-05,0.0001296997,0,0,0,2,4
20191008219,0.046429813,4.5210123e-05,3.8415194e-05,0,0,0,3,3
20191008219,0.040192872,1.2844801e-05,2.0682812e-05,0,0,0,4,2
20191008219,0.04008627,1.1086464e-05,1.7762184e-05,0,0,0,5,1
20191008220,0.07341373,0.00058829784,0.0004376769,0,0,0,1,5
20191008220,0.051813006,7.721782e-05,0.00016894937,0,0,0,2,4
20191008220,0.03716281,8.225441e-05,0.0001629591,0,0,0,3,3
20191008220,0.043946296,2.5004148e-05,2.7447939e-05,0,0,0,4,2
20191008220,0.03910491,9.030104e-06,1.8537045e-05,0,0,0,5,1
20191008222,0.13369852,0.9957844,0.00025326014,0,1,0,1,5
20191008222,0.13499615,0.9963958,0.00016000867,0,1,0,2,4
20191008222,0.044175446,0.0056598485,0.000120937824,0,0,0,3,3
20191008222,0.046505094,0.00031077862,5.4597855e-05,0,0,0,4,2
20191008222,0.052185744,0.00062027574,0.00034698844,0,0,0,5,1
20191008226,0.038328648,0.0002927482,0.00013795495,0,0,0,1,5
20191008226,0.037778795,9.727478e-05,0.00020489097,0,0,0,2,4
20191008226,0.04275796,3.156066e-05,2.9712915e-05,0,0,0,3,3
20191008226,0.039460838,1.603365e-05,2.1606684e-05,0,0,0,4,2
20191008226,0.042862743,4.8428774e-05,3.59416e-05,0,0,0,5,1
20191008231,0.039218307,0.00028648973,0.00013411045,0,0,0,1,5
20191008231,0.037358016,9.432435e-05,0.00022467971,0,0,0,2,4
20191008231,0.037843376,1.603365e-05,2.3841858e-05,0,0,0,3,3
20191008231,0.03687203,1.0251999e-05,2.1070242e-05,0,0,0,4,2
20191008231,0.038758785,2.0772219e-05,2.6583672e-05,0,0,0,5,1
20191008243,0.04501897,0.00023210049,0.00010666251,0,0,0,1,5
20191008243,0.03601554,9.930134e-05,0.00020045042,0,0,0,2,4
20191008243,0.039869785,2.3186207e-05,2.8699636e-05,0,0,0,3,3
20191008243,0.037280977,1.1533499e-05,1.9907951e-05,0,0,0,4,2
20191008243,0.037799865,1.3709068e-05,2.1904707e-05,0,0,0,5,1
20191008246,0.042824417,0.0002297163,0.00011488795,0,0,0,1,5
20191008246,0.037690103,8.922815e-05,0.00018772483,0,0,0,2,4
20191008246,0.043581903,3.0010939e-05,3.3825636e-05,0,0,0,3,3
20191008246,0.036967844,9.834766e-06,1.9937754e-05,0,0,0,4,2
20191008246,0.037745,1.0639429e-05,1.9669533e-05,0,0,0,5,1
20191008252,0.010204524,0.9637434,0.80068624,0,1,1,1,6
20191008252,0.01017338,0.96715146,0.7902492,0,1,1,2,5
20191008252,0.008037537,0.006111264,0.78545463,0,0,1,3,4
20191008252,0.007983983,0.004489243,0.76609313,0,0,1,4,3
20191008252,0.008563548,0.0028731525,0.78854764,0,0,1,5,2
20191008252,0.0035460591,8.171797e-05,0.9638638,0,0,1,6,1
20191008253,0.07117206,0.000608325,0.00042828918,0,0,0,1,5
20191008253,0.046607584,0.00012370944,0.0001873374,0,0,0,2,4
20191008253,0.042420954,6.631017e-05,0.00014999509,0,0,0,3,3
20191008253,0.048867553,4.926324e-05,4.0471554e-05,0,0,0,4,2
20191008253,0.044326425,3.7163496e-05,2.8908253e-05,0,0,0,5,1
20191008254,0.024998903,0.9776002,0.00030201674,0,1,0,1,5
20191008254,0.024719924,0.9975483,0.00034481287,0,1,0,2,4
20191008254,0.028138965,0.0072068274,0.000116080046,0,0,0,3,3
20191008254,0.020250946,0.000111848116,2.3633242e-05,0,0,0,4,2
20191008254,0.02624467,0.0004362464,5.0097704e-05,0,0,0,5,1
20191008261,0.03859368,0.00029575825,0.00013974309,0,0,0,1,5
20191008261,0.03712812,9.319186e-05,0.00021851063,0,0,0,2,4
20191008261,0.03468007,9.298325e-06,1.8924475e-05,0,0,0,3,3
20191008261,0.032548994,3.7550926e-06,1.66893e-05,0,0,0,4,2
20191008261,0.033026993,2.503395e-06,1.3768673e-05,0,0,0,5,1
20191008262,0.025990337,0.9777388,0.00028327107,0,1,0,1,5
20191008262,0.024943173,0.99748385,0.0003517568,0,1,0,2,4
20191008262,0.026968569,0.006916702,0.00012305379,0,0,0,3,3
20191008262,0.0135656595,8.660555e-05,4.172325e-05,0,0,0,4,2
20191008262,0.012316048,2.7686357e-05,0.0002335906,0,0,0,5,1
20191008275,0.08932668,0.0003540218,0.00048694015,0,0,0,1,5
20191008275,0.05043283,0.0001500547,9.995699e-05,0,0,0,2,4
20191008275,0.036998957,8.544326e-05,0.00016874075,0,0,0,3,3
20191008275,0.045163006,3.543496e-05,3.296137e-05,0,0,0,4,2
20191008275,0.04203415,3.2305717e-05,2.7269125e-05,0,0,0,5,1
20191008277,0.50084496,0.0015319884,0.0010453761,0,0,0,1,3
20191008277,0.21031791,0.0014997125,0.00080505013,0,0,0,2,2
20191008277,0.27726334,0.0007985532,0.0005200207,0,0,0,3,1
20191008280,0.03869152,0.00029975176,0.00013455749,0,0,0,1,5
20191008280,0.037777185,0.000102579594,0.00021651387,0,0,0,2,4
20191008280,0.036616772,1.4692545e-05,2.2292137e-05,0,0,0,3,3
20191008280,0.033629775,4.6491623e-06,1.7225742e-05,0,0,0,4,2
20191008280,0.03577012,5.2452087e-06,1.6868114e-05,0,0,0,5,1
20191008292,0.0452424,0.00019869208,0.00010046363,0,0,0,1,5
20191008292,0.038283467,7.82609e-05,0.00016281009,0,0,0,2,4
20191008292,0.038519412,1.731515e-05,2.2917986e-05,0,0,0,3,3
20191008292,0.036645055,7.301569e-06,1.7225742e-05,0,0,0,4,2
20191008292,0.036979437,5.930662e-06,1.6152859e-05,0,0,0,5,1
20191008303,0.13370776,0.99578613,0.00025352836,0,1,0,1,5
20191008303,0.13583186,0.9963874,0.00017854571,0,1,0,2,4
20191008303,0.06617752,0.006771773,7.355213e-05,0,0,0,3,3
20191008303,0.061682224,0.0003966093,8.159876e-05,0,0,0,4,2
20191008303,0.07553673,0.00047937036,0.00045752525,0,0,0,5,1
20191008311,0.026115656,0.9777596,0.00028008223,0,1,0,1,5
20191008311,0.02495873,0.9974843,0.00035190582,0,1,0,2,4
20191008311,0.019151717,0.0059424043,0.00020191073,0,0,0,3,3
20191008311,0.013399452,8.1926584e-05,4.7028065e-05,0,0,0,4,2
20191008311,0.009628683,2.0056963e-05,0.0001885891,0,0,0,5,1
20191008316,0.026303917,0.97778136,0.00027811527,0,1,0,1,5
20191008316,0.02500984,0.99748373,0.00035375357,0,1,0,2,4
20191008316,0.021277636,0.006223917,0.00018009543,0,0,0,3,3
20191008316,0.0134626925,8.815527e-05,5.5730343e-05,0,0,0,4,2
20191008316,0.009596407,1.6868114e-05,0.00017359853,0,0,0,5,1
20191008317,0.13257632,0.9957007,0.0002500713,0,1,0,1,5
20191008317,0.13445055,0.9963994,0.0001590848,0,1,0,2,4
20191008317,0.06379455,0.0068068504,6.338954e-05,0,0,0,3,3
20191008317,0.056628436,0.00045225024,8.767843e-05,0,0,0,4,2
20191008317,0.06966746,0.00050386786,0.00051516294,0,0,0,5,1
20191008318,0.026313126,0.97778285,0.00027778745,0,1,0,1,5
20191008318,0.025015175,0.99748254,0.00035393238,0,1,0,2,4
20191008318,0.02629757,0.006825298,0.00012820959,0,0,0,3,3
20191008318,0.013571411,8.520484e-05,3.9339066e-05,0,0,0,4,2
20191008318,0.012394607,2.7120113e-05,0.00022637844,0,0,0,5,1
20191008326,0.03888464,0.0002913773,0.00013321638,0,0,0,1,5
20191008326,0.03807482,9.384751e-05,0.00019431114,0,0,0,2,4
20191008326,0.043203235,3.0517578e-05,3.3408403e-05,0,0,0,3,3
20191008326,0.03965667,1.4305115e-05,2.2113323e-05,0,0,0,4,2
20191008326,0.04039994,2.6583672e-05,2.759695e-05,0,0,0,5,1
20191008327,0.19159973,0.0016473532,0.0007542074,0,0,0,1,3
20191008327,0.16622955,0.0014114678,0.000761956,0,0,0,2,2
20191008327,0.16090092,0.0013468564,0.00081029534,0,0,0,3,1
20191008330,0.08599636,0.00036656857,0.00045487285,0,0,0,1,5
20191008330,0.06726575,0.00021898746,8.100271e-05,0,0,0,2,4
20191008330,0.048722237,0.00019028783,0.00028201938,0,0,0,3,3
20191008330,0.053944767,8.9257956e-05,0.00019395351,0,0,0,4,2
20191008330,0.06340718,0.0006162524,0.00030577183,0,0,0,5,1
20191008335,0.13274285,0.99571073,0.00025066733,0,1,0,1,7
20191008335,0.1343686,0.9963714,0.00015488267,0,1,0,2,6
20191008335,0.04402396,0.005683452,0.00012204051,0,0,0,3,5
20191008335,0.047124147,0.0003438592,6.261468e-05,0,0,0,4,4
20191008335,0.03543532,0.0003400743,3.8564205e-05,0,0,0,5,3
20191008335,0.035737634,0.00069352984,0.00012630224,0,0,0,6,2
20191008335,0.042164832,0.00043809414,0.00031518936,0,0,0,7,1
20191008338,0.02665338,0.97777915,0.00027772784,0,1,0,1,5
20191008338,0.02510482,0.9974762,0.00035846233,0,1,0,2,4
20191008338,0.021883726,0.0062289834,0.00017821789,0,0,0,3,3
20191008338,0.013462275,8.5026026e-05,4.246831e-05,0,0,0,4,2
20191008338,0.0097928345,2.5004148e-05,0.00019335747,0,0,0,5,1
20191008339,0.026450515,0.97778344,0.00027826428,0,1,0,1,5
20191008339,0.025065899,0.9974787,0.00035613775,0,1,0,2,4
20191008339,0.020476997,0.0060833097,0.00019291043,0,0,0,3,3
20191008339,0.013465524,8.481741e-05,5.0663948e-05,0,0,0,4,2
20191008339,0.01201579,2.014637e-05,0.00021618605,0,0,0,5,1
20191008347,0.038579375,0.00029718876,0.00013664365,0,0,0,1,5
20191008347,0.026796132,7.113814e-05,0.0002668798,0,0,0,2,4
20191008347,0.027971536,4.5001507e-06,1.8775463e-05,0,0,0,3,3
20191008347,0.030510098,4.142523e-06,1.9818544e-05,0,0,0,4,2
20191008347,0.033509195,7.0631504e-06,2.1964312e-05,0,0,0,5,1
20191008349,0.038392544,0.0002964437,0.00013253093,0,0,0,1,5
20191008349,0.038057268,9.5427036e-05,0.00020092726,0,0,0,2,4
20191008349,0.04134047,2.3633242e-05,3.0487776e-05,0,0,0,3,3
20191008349,0.035230964,7.8082085e-06,2.0086765e-05,0,0,0,4,2
20191008349,0.03518212,5.6922436e-06,1.7344952e-05,0,0,0,5,1
20191008350,0.04576713,0.00019833446,9.8735094e-05,0,0,0,1,5
20191008350,0.042036206,7.137656e-05,0.00015959144,0,0,0,2,4
20191008350,0.046158522,4.184246e-05,3.6001205e-05,0,0,0,3,3
20191008350,0.04236266,1.6391277e-05,2.1725893e-05,0,0,0,4,2
20191008350,0.044361442,5.7458878e-05,3.9845705e-05,0,0,0,5,1
20191008354,0.026072383,0.9777669,0.00027921796,0,1,0,1,5
20191008354,0.024962574,0.99749017,0.0003516972,0,1,0,2,4
20191008354,0.024081469,0.0066409707,0.00014305115,0,0,0,3,3
20191008354,0.013472855,9.611249e-05,5.13196e-05,0,0,0,4,2
20191008354,0.0095463395,1.835823e-05,0.00016668439,0,0,0,5,1
20191008359,0.038312465,0.0002938807,0.00013586879,0,0,0,1,5
20191008359,0.037415117,9.420514e-05,0.0002142787,0,0,0,2,4
20191008359,0.03483215,9.387732e-06,1.9133091e-05,0,0,0,3,3
20191008359,0.032604605,3.6358833e-06,1.6480684e-05,0,0,0,4,2
20191008359,0.03517559,4.0233135e-06,1.5228987e-05,0,0,0,5,1
20191008360,0.026940703,0.9778048,0.0002732873,0,1,0,1,5
20191008360,0.025190145,0.99747896,0.00036239624,0,1,0,2,4
20191008360,0.021360993,0.0061408877,0.00018680096,0,0,0,3,3
20191008360,0.013389558,8.4131956e-05,3.7789345e-05,0,0,0,4,2
20191008360,0.009924501,2.69413e-05,0.00019437075,0,0,0,5,1
20191008361,0.038294166,0.00029096007,0.00013920665,0,0,0,1,5
20191008361,0.037516505,9.4652176e-05,0.00020995736,0,0,0,2,4
20191008361,0.03852448,1.7285347e-05,2.4348497e-05,0,0,0,3,3
20191008361,0.033851594,6.7949295e-06,2.002716e-05,0,0,0,4,2
20191008361,0.0349873,4.9471855e-06,1.6242266e-05,0,0,0,5,1
20191008363,0.0261873,0.9777739,0.00027894974,0,1,0,1,5
20191008363,0.024988413,0.9974863,0.0003527999,0,1,0,2,4
20191008363,0.02697447,0.006944537,0.00012215972,0,0,0,3,3
20191008363,0.013792038,8.5651875e-05,2.6077032e-05,0,0,0,4,2
20191008363,0.011528194,4.4733286e-05,0.00023937225,0,0,0,5,1
20191008365,0.038167685,0.00029173493,0.00013625622,0,0,0,1,7
20191008365,0.037427902,9.5039606e-05,0.00021699071,0,0,0,2,6
20191008365,0.040701658,2.1398067e-05,2.732873e-05,0,0,0,3,5
20191008365,0.037837237,1.5079975e-05,2.1904707e-05,0,0,0,4,4
20191008365,0.037141472,1.0639429e-05,2.0831823e-05,0,0,0,5,3
20191008365,0.035603493,7.7188015e-06,1.8209219e-05,0,0,0,6,2
20191008365,0.034552425,5.6624413e-06,1.7374754e-05,0,0,0,7,1
20191008370,0.13276753,0.9957125,0.00025075674,0,1,0,1,5
20191008370,0.13203356,0.99638516,0.00011944771,0,1,0,2,4
20191008370,0.08596137,0.007867426,6.377697e-05,0,0,0,3,3
20191008370,0.07793832,0.00067180395,8.973479e-05,0,0,0,4,2
20191008370,0.08251274,0.00051128864,0.00019678473,0,0,0,5,1
20191008373,0.66211444,0.0012029409,0.0013535023,0,0,0,1,3
20191008373,0.22352603,0.00025087595,0.00035202503,0,0,0,2,2
20191008373,0.14120972,0.0002746582,0.00032293797,0,0,0,3,1
20191008378,0.029566586,0.97804284,0.0002964735,0,1,0,1,5
20191008378,0.025720984,0.9975121,0.0003835261,0,1,0,2,4
20191008378,0.023768097,0.006361991,0.00016275048,0,0,0,3,3
20191008378,0.0135578215,8.416176e-05,4.3720007e-05,0,0,0,4,2
20191008378,0.012574732,2.7865171e-05,0.00015169382,0,0,0,5,1
20191008388,0.13282496,0.9957166,0.00025084615,0,1,0,1,7
20191008388,0.13404965,0.99638283,0.00014868379,0,1,0,2,6
20191008388,0.060819447,0.006547332,7.143617e-05,0,0,0,3,5
20191008388,0.053849697,0.00046908855,9.1671944e-05,0,0,0,4,4
20191008388,0.039355874,0.00028383732,4.1157007e-05,0,0,0,5,3
20191008388,0.032977313,0.00048667192,4.9948692e-05,0,0,0,6,2
20191008388,0.038067967,0.00061273575,0.00023323298,0,0,0,7,1
20191008393,0.02602008,0.977772,0.0002782941,0,1,0,1,5
20191008393,0.024932563,0.997497,0.0003503263,0,1,0,2,4
20191008393,0.020874202,0.0062251687,0.00018274784,0,0,0,3,3
20191008393,0.013469338,8.404255e-05,4.6521425e-05,0,0,0,4,2
20191008393,0.01017037,2.2798777e-05,0.00021383166,0,0,0,5,1
20191008397,0.0102113485,0.9637038,0.80075055,0,1,1,1,6
20191008397,0.010096461,0.9670927,0.7909683,0,1,1,2,5
20191008397,0.00802654,0.006115198,0.78572154,0,0,1,3,4
20191008397,0.0077835023,0.0046178102,0.7648212,0,0,1,4,3
20191008397,0.009037554,0.0030391514,0.7779883,0,0,1,5,2
20191008397,0.0076033175,0.0035063028,0.8381573,0,0,1,6,1
20191008400,0.03847766,0.00029799342,0.00013172626,0,0,0,1,5
20191008400,0.03752649,9.530783e-05,0.00022122264,0,0,0,2,4
20191008400,0.035863996,1.1771917e-05,2.0444393e-05,0,0,0,3,3
20191008400,0.033731014,5.811453e-06,1.9580126e-05,0,0,0,4,2
20191008400,0.036397815,5.632639e-06,1.5974045e-05,0,0,0,5,1
20191008402,0.13379353,0.99579346,0.00025385618,0,1,0,1,7
20191008402,0.13404915,0.99634457,0.00014334917,0,1,0,2,6
20191008402,0.043201,0.005574316,0.000118643045,0,0,0,3,5
20191008402,0.048438936,0.0003964305,7.665157e-05,0,0,0,4,4
20191008402,0.029277712,0.0002450347,3.4332275e-05,0,0,0,5,3
20191008402,0.030652136,0.0005646944,5.5640936e-05,0,0,0,6,2
20191008402,0.03842807,0.00037902594,0.00022926927,0,0,0,7,1
20191008403,0.13390443,0.9958018,0.0002542138,0,1,0,1,5
20191008403,0.13546902,0.99639344,0.00016871095,0,1,0,2,4
20191008403,0.044210374,0.005652666,0.00012177229,0,0,0,3,3
20191008403,0.04564461,0.00027307868,4.607439e-05,0,0,0,4,2
20191008403,0.046188205,0.00047552586,0.00028520823,0,0,0,5,1
20191008405,0.13376114,0.9957892,0.00025364757,0,1,0,1,5
20191008405,0.13252556,0.9963608,0.000120937824,0,1,0,2,4
20191008405,0.042732567,0.005709976,0.000119805336,0,0,0,3,3
20191008405,0.049048334,0.00046560168,9.1940165e-05,0,0,0,4,2
20191008405,0.05226168,0.00052428246,0.00027561188,0,0,0,5,1
20191008411,0.03869897,0.0002963543,0.00013807416,0,0,0,1,5
20191008411,0.03774625,9.5427036e-05,0.00020468235,0,0,0,2,4
20191008411,0.04206896,2.6583672e-05,2.8550625e-05,0,0,0,3,3
20191008411,0.036566317,1.0788441e-05,2.1845102e-05,0,0,0,4,2
20191008411,0.03984937,2.7388334e-05,2.965331e-05,0,0,0,5,1
20191008418,0.038753033,0.00029611588,0.00013777614,0,0,0,1,5
20191008418,0.037809163,9.551644e-05,0.00020349026,0,0,0,2,4
20191008418,0.040146798,2.1606684e-05,2.732873e-05,0,0,0,3,3
20191008418,0.0351173,8.136034e-06,2.0474195e-05,0,0,0,4,2
20191008418,0.03684047,1.0430813e-05,2.1487474e-05,0,0,0,5,1
20191008420,0.038337976,0.0002963245,0.00013229251,0,0,0,1,5
20191008420,0.037713677,9.602308e-05,0.0002167821,0,0,0,2,4
20191008420,0.040560395,2.1070242e-05,2.8342009e-05,0,0,0,3,3
20191008420,0.035053432,8.225441e-06,2.0861626e-05,0,0,0,4,2
20191008420,0.03728053,1.0997057e-05,2.0772219e-05,0,0,0,5,1
20191008432,0.03832504,0.0002937019,0.00013688207,0,0,0,1,5
20191008432,0.037790626,9.62317e-05,0.00020688772,0,0,0,2,4
20191008432,0.042286128,2.7060509e-05,2.9116869e-05,0,0,0,3,3
20191008432,0.036700994,1.12354755e-05,2.2619963e-05,0,0,0,4,2
20191008432,0.03766817,1.4543533e-05,2.4437904e-05,0,0,0,5,1
20191008444,0.026226401,0.9777615,0.00028049946,0,1,0,1,5
20191008444,0.024996877,0.9974789,0.00035363436,0,1,0,2,4
20191008444,0.028576553,0.006942123,0.00012105703,0,0,0,3,3
20191008444,0.013742626,0.00010123849,4.014373e-05,0,0,0,4,2
20191008444,0.009914428,3.4928322e-05,0.00021782517,0,0,0,5,1
20191008449,0.03870493,0.00029689074,0.00013196468,0,0,0,1,5
20191008449,0.03748989,9.5427036e-05,0.00022393465,0,0,0,2,4
20191008449,0.035127133,1.0043383e-05,1.9550323e-05,0,0,0,3,3
20191008449,0.033148825,4.082918e-06,1.7106533e-05,0,0,0,4,2
20191008449,0.035372704,4.6789646e-06,1.5944242e-05,0,0,0,5,1
20191008450,0.13088581,0.9955872,0.00024807453,0,1,0,1,5
20191008450,0.1287562,0.9963219,0.00010281801,0,1,0,2,4
20191008450,0.041211933,0.0055451095,0.00012224913,0,0,0,3,3
20191008450,0.048880875,0.0005042553,0.000102967024,0,0,0,4,2
20191008450,0.05708295,0.0005149245,0.00039595366,0,0,0,5,1
20191008451,0.13207084,0.99566257,0.0002489686,0,1,0,1,5
20191008451,0.13257056,0.9963803,0.00013074279,0,1,0,2,4
