CASE ID,Wait - User,TEST_Wait - User,Events from start,Events from end
1071,0.3612514,1,8,8
1071,0.36125317,1,9,7
1071,0.36124825,1,10,6
1071,0.36123604,0,11,5
1071,0.36121553,0,12,4
1071,0.3611889,0,13,3
1071,0.3611568,0,14,2
1071,0.36112028,0,15,1
1074,0.36109704,0,1,10
1074,0.3611085,0,2,9
1074,0.36112702,0,3,8
1074,0.3611502,0,4,7
1074,0.36117065,0,5,6
1074,0.3611886,0,6,5
1074,0.3612026,0,7,4
1074,0.3612126,0,8,3
1074,0.3612184,0,9,2
1074,0.36121947,0,10,1
1080,0.36109722,1,1,8
1080,0.36110845,1,2,7
1080,0.36112452,1,3,6
1080,0.36114246,1,4,5
1080,0.3611592,0,5,4
1080,0.36117166,0,6,3
1080,0.3611769,0,7,2
1080,0.36117488,0,8,1
1081,0.36109656,0,1,12
1081,0.3611067,0,2,11
1081,0.36112195,0,3,10
1081,0.36114085,0,4,9
1081,0.3611598,0,5,8
1081,0.36117762,0,6,7
1081,0.36119068,0,7,6
1081,0.36119843,0,8,5
1081,0.361202,0,9,4
1081,0.36119956,0,10,3
1081,0.36119258,0,11,2
1081,0.3611815,0,12,1
1084,0.3610976,1,1,7
1084,0.3611104,1,2,6
1084,0.3611287,1,3,5
1084,0.36114973,1,4,4
1084,0.36117223,0,5,3
1084,0.3611918,0,6,2
1084,0.36120722,0,7,1
1085,0.36109805,0,1,5
1085,0.36111188,0,2,4
1085,0.36113268,0,3,3
1085,0.36115807,0,4,2
1085,0.3611853,0,5,1
1089,0.36109832,0,1,7
1089,0.36111167,0,2,6
1089,0.36113054,0,3,5
1089,0.36115277,0,4,4
1089,0.36117584,0,5,3
1089,0.36119443,0,6,2
1089,0.36120436,0,7,1
1090,0.36109716,1,1,20
1090,0.36110857,1,2,19
1090,0.3611248,1,3,18
1090,0.36114246,1,4,17
1090,0.36115798,1,5,16
1090,0.36117193,1,6,15
1090,0.36118335,1,7,14
1090,0.3611905,1,8,13
1090,0.36119324,1,9,12
1090,0.3611916,1,10,11
1090,0.3611853,1,11,10
1090,0.3611759,1,12,9
1090,0.3611616,1,13,8
1090,0.36114296,1,14,7
1090,0.36112,1,15,6
1090,0.36109412,1,16,5
1090,0.36106867,1,17,4
1090,0.36104625,1,18,3
1090,0.3610303,0,19,2
1090,0.36101997,0,20,1
1091,0.3610971,1,1,7
1091,0.36110985,1,2,6
1091,0.36112836,1,3,5
1091,0.3611503,1,4,4
1091,0.36117277,1,5,3
1091,0.36119294,0,6,2
1091,0.3612068,0,7,1
1094,0.3610972,1,1,16
1094,0.36110955,1,2,15
1094,0.36112875,1,3,14
1094,0.36115196,1,4,13
1094,0.36117572,1,5,12
1094,0.36119562,1,6,11
1094,0.36120862,1,7,10
1094,0.36121354,1,8,9
1094,0.36121175,1,9,8
1094,0.3612057,1,10,7
1094,0.3611956,1,11,6
1094,0.36118233,1,12,5
1094,0.36116683,0,13,4
1094,0.36114544,0,14,3
1094,0.36112362,0,15,2
1094,0.36110002,0,16,1
1095,0.36109775,1,1,31
1095,0.36111307,1,2,30
1095,0.36113846,1,3,29
1095,0.3611685,1,4,28
1095,0.36119553,1,5,27
1095,0.36121434,1,6,26
1095,0.36122128,1,7,25
1095,0.36121798,1,8,24
1095,0.36120385,1,9,23
1095,0.36118263,1,10,22
1095,0.3611563,1,11,21
1095,0.36112705,1,12,20
1095,0.3610975,1,13,19
1095,0.36106837,1,14,18
1095,0.3610406,1,15,17
1095,0.36101884,1,16,16
1095,0.36100274,1,17,15
1095,0.3609959,1,18,14
1095,0.3609978,1,19,13
1095,0.36100793,1,20,12
1095,0.3610263,1,21,11
1095,0.3610481,1,22,10
1095,0.3610735,1,23,9
1095,0.36109695,1,24,8
1095,0.36111766,1,25,7
1095,0.36113358,1,26,6
1095,0.36114353,1,27,5
1095,0.36114505,1,28,4
1095,0.3611401,0,29,3
1095,0.36112753,0,30,2
1095,0.3611117,0,31,1
1098,0.36109805,0,1,22
1098,0.3611118,0,2,21
1098,0.3611338,0,3,20
1098,0.36116236,0,4,19
1098,0.3611946,0,5,18
1098,0.36122262,0,6,17
1098,0.36124414,0,7,16
1098,0.3612572,0,8,15
1098,0.36126423,0,9,14
1098,0.36126077,0,10,13
1098,0.36124873,0,11,12
1098,0.36123157,0,12,11
1098,0.36121082,0,13,10
1098,0.3611843,0,14,9
1098,0.36115772,0,15,8
1098,0.36113176,0,16,7
1098,0.36110485,0,17,6
1098,0.3610798,0,18,5
1098,0.36105695,0,19,4
1098,0.36103404,0,20,3
1098,0.36101386,0,21,2
1098,0.3609962,0,22,1
1099,0.36109746,1,1,13
1099,0.36110836,1,2,12
1099,0.36112636,1,3,11
1099,0.36114782,1,4,10
1099,0.36117053,1,5,9
1099,0.3611906,1,6,8
1099,0.36120254,1,7,7
1099,0.36120847,1,8,6
1099,0.36120823,1,9,5
1099,0.36120063,1,10,4
1099,0.3611868,0,11,3
1099,0.36116755,0,12,2
1099,0.3611452,0,13,1
1101,0.36109626,1,1,26
1101,0.36110097,1,2,25
1101,0.36110872,1,3,24
1101,0.36111754,1,4,23
1101,0.36112627,1,5,22
1101,0.36113232,1,6,21
1101,0.36113685,1,7,20
1101,0.36113834,1,8,19
1101,0.3611365,1,9,18
1101,0.36113322,1,10,17
1101,0.36112612,1,11,16
1101,0.36111563,1,12,15
1101,0.36110002,1,13,14
1101,0.3610809,1,14,13
1101,0.3610595,1,15,12
1101,0.3610372,1,16,11
1101,0.36101723,1,17,10
1101,0.36099616,1,18,9
1101,0.36097443,1,19,8
1101,0.36094922,1,20,7
1101,0.36092064,1,21,6
1101,0.3608911,1,22,5
1101,0.36086094,1,23,4
1101,0.36083138,1,24,3
1101,0.36080816,0,25,2
1101,0.36078882,0,26,1
1102,0.36109662,1,1,14
1102,0.36110237,1,2,13
1102,0.36111212,1,3,12
1102,0.36112362,1,4,11
1102,0.3611352,1,5,10
1102,0.36114475,1,6,9
1102,0.361153,1,7,8
1102,0.36115715,1,8,7
1102,0.36115694,1,9,6
1102,0.36115283,1,10,5
1102,0.36114287,1,11,4
1102,0.3611297,1,12,3
1102,0.36111498,0,13,2
1102,0.361098,0,14,1
1104,0.3610971,1,1,21
1104,0.3611089,1,2,20
1104,0.36112884,1,3,19
1104,0.3611535,1,4,18
1104,0.3611807,1,5,17
1104,0.36120558,1,6,16
1104,0.36122417,1,7,15
1104,0.36123574,1,8,14
1104,0.3612391,1,9,13
1104,0.3612341,1,10,12
1104,0.361225,1,11,11
1104,0.36121374,1,12,10
1104,0.3611995,1,13,9
1104,0.36118495,1,14,8
1104,0.36116785,1,15,7
1104,0.36114568,1,16,6
1104,0.36112133,1,17,5
1104,0.36109602,1,18,4
1104,0.36107263,1,19,3
1104,0.3610514,0,20,2
1104,0.36102992,0,21,1
1105,0.36109698,1,1,15
1105,0.36110836,1,2,14
1105,0.361126,1,3,13
1105,0.3611495,1,4,12
1105,0.36117423,1,5,11
1105,0.36119765,1,6,10
1105,0.36121637,1,7,9
1105,0.3612299,1,8,8
1105,0.36123955,1,9,7
1105,0.3612415,1,10,6
1105,0.36123773,1,11,5
1105,0.36122805,1,12,4
1105,0.36121398,1,13,3
1105,0.36119804,0,14,2
1105,0.36117977,0,15,1
1106,0.36109668,0,1,8
1106,0.36110526,0,2,7
1106,0.36111772,0,3,6
1106,0.36113352,0,4,5
1106,0.36115316,0,5,4
1106,0.3611744,0,6,3
1106,0.3611944,0,7,2
1106,0.36120752,0,8,1
1117,0.3610989,1,1,4
1117,0.3611149,1,2,3
1117,0.36113942,0,3,2
1117,0.36116594,0,4,1
1120,0.36109868,1,1,18
1120,0.36111298,1,2,17
1120,0.36113626,1,3,16
1120,0.36116517,1,4,15
1120,0.36119163,1,5,14
1120,0.36121243,1,6,13
1120,0.36122605,1,7,12
1120,0.36123168,1,8,11
1120,0.36123142,1,9,10
1120,0.361228,1,10,9
1120,0.3612244,1,11,8
1120,0.36121917,1,12,7
1120,0.36120978,1,13,6
1120,0.36119792,1,14,5
1120,0.36118105,1,15,4
1120,0.361162,1,16,3
1120,0.36113876,0,17,2
1120,0.36111206,0,18,1
1127,0.36109853,1,1,24
1127,0.36111575,1,2,23
1127,0.36114258,1,3,22
1127,0.3611735,1,4,21
1127,0.36120498,1,5,20
1127,0.36123258,1,6,19
1127,0.36124992,1,7,18
1127,0.3612568,1,8,17
1127,0.36125302,1,9,16
1127,0.36124134,1,10,15
1127,0.36121958,1,11,14
1127,0.36118984,1,12,13
1127,0.36115244,1,13,12
1127,0.36111194,1,14,11
1127,0.36107442,1,15,10
1127,0.36103928,1,16,9
1127,0.36101288,1,17,8
1127,0.36099285,1,18,7
1127,0.3609817,1,19,6
1127,0.36097747,1,20,5
1127,0.36098218,1,21,4
1127,0.3609907,1,22,3
1127,0.361005,0,23,2
1127,0.36102244,0,24,1
1131,0.36109808,0,1,6
1131,0.36111087,0,2,5
1131,0.36112973,0,3,4
1131,0.36115396,0,4,3
1131,0.3611802,0,5,2
1131,0.3612035,0,6,1
1132,0.36109737,0,1,14
1132,0.36111176,0,2,13
1132,0.3611342,0,3,12
1132,0.3611615,0,4,11
1132,0.3611913,0,5,10
1132,0.36121726,0,6,9
1132,0.36123762,0,7,8
1132,0.36125028,0,8,7
1132,0.36125526,0,9,6
1132,0.3612529,0,10,5
1132,0.36124447,0,11,4
1132,0.3612303,0,12,3
1132,0.36121124,0,13,2
1132,0.36118776,0,14,1
1144,0.36109766,1,1,12
1144,0.36110997,1,2,11
1144,0.36112773,1,3,10
1144,0.3611483,1,4,9
1144,0.3611696,1,5,8
1144,0.36118913,1,6,7
1144,0.36120644,1,7,6
1144,0.3612191,1,8,5
1144,0.36122537,1,9,4
1144,0.36122364,1,10,3
1144,0.36121452,0,11,2
1144,0.36119732,0,12,1
1148,0.36109895,1,1,13
1148,0.36111522,1,2,12
1148,0.3611403,1,3,11
1148,0.3611697,1,4,10
1148,0.3611971,1,5,9
1148,0.36121893,1,6,8
1148,0.36123335,1,7,7
1148,0.3612362,1,8,6
1148,0.36122745,1,9,5
1148,0.36120644,1,10,4
1148,0.3611772,1,11,3
1148,0.36114413,0,12,2
1148,0.36111027,0,13,1
1152,0.36109698,1,1,7
1152,0.36110872,1,2,6
1152,0.36112636,1,3,5
1152,0.36114717,1,4,4
1152,0.36116874,1,5,3
1152,0.36118895,0,6,2
1152,0.36120313,0,7,1
1154,0.361099,1,1,17
1154,0.36111522,1,2,16
1154,0.36113834,1,3,15
1154,0.3611647,1,4,14
1154,0.36119002,1,5,13
1154,0.3612088,1,6,12
1154,0.36121833,1,7,11
1154,0.36121902,1,8,10
1154,0.3612088,1,9,9
1154,0.36119083,1,10,8
1154,0.36116666,1,11,7
1154,0.36114013,1,12,6
1154,0.36111033,1,13,5
1154,0.36107826,1,14,4
1154,0.3610456,0,15,3
1154,0.3610129,0,16,2
1154,0.36098468,0,17,1
1157,0.36109805,1,1,8
1157,0.36111128,1,2,7
1157,0.36113113,1,3,6
1157,0.3611548,1,4,5
1157,0.36117658,1,5,4
1157,0.3611948,1,6,3
1157,0.36120737,0,7,2
1157,0.36121255,0,8,1
1159,0.36109596,1,1,13
1159,0.36110348,1,2,12
1159,0.3611159,1,3,11
1159,0.36113214,1,4,10
1159,0.36114854,1,5,9
1159,0.36116126,1,6,8
1159,0.3611666,1,7,7
1159,0.3611614,1,8,6
1159,0.36114538,1,9,5
1159,0.3611197,1,10,4
1159,0.36108854,1,11,3
1159,0.3610562,0,12,2
1159,0.3610263,0,13,1
1161,0.3610983,1,1,15
1161,0.36111295,1,2,14
1161,0.36113688,1,3,13
1161,0.3611647,1,4,12
1161,0.36119187,1,5,11
1161,0.36121184,1,6,10
1161,0.3612231,1,7,9
1161,0.3612246,1,8,8
1161,0.36121684,1,9,7
1161,0.36120266,1,10,6
1161,0.3611819,1,11,5
1161,0.36115968,0,12,4
1161,0.36113507,0,13,3
1161,0.3611126,0,14,2
1161,0.3610949,0,15,1
1162,0.36109677,0,1,5
1162,0.3611085,0,2,4
1162,0.3611263,0,3,3
1162,0.36114466,0,4,2
1162,0.36116016,0,5,1
1164,0.3610974,1,1,8
1164,0.36111167,1,2,7
1164,0.361135,1,3,6
1164,0.36116403,1,4,5
1164,0.36119014,1,5,4
1164,0.3612094,1,6,3
1164,0.36121947,0,7,2
1164,0.36121845,0,8,1
1168,0.36109868,1,1,31
1168,0.3611131,1,2,30
1168,0.36113328,1,3,29
1168,0.36115584,1,4,28
1168,0.36117768,1,5,27
1168,0.36119694,1,6,26
1168,0.36120883,1,7,25
1168,0.3612113,1,8,24
1168,0.36120224,1,9,23
1168,0.36118397,1,10,22
1168,0.36115873,1,11,21
1168,0.36112767,1,12,20
1168,0.3610942,1,13,19
1168,0.36106145,1,14,18
1168,0.36103332,1,15,17
1168,0.36101133,1,16,16
1168,0.36099696,1,17,15
1168,0.3609885,1,18,14
1168,0.36098897,1,19,13
1168,0.36099502,1,20,12
1168,0.36100614,1,21,11
1168,0.3610192,1,22,10
1168,0.36103284,1,23,9
1168,0.3610463,1,24,8
1168,0.3610561,1,25,7
1168,0.3610576,1,26,6
1168,0.36105233,1,27,5
1168,0.36104143,1,28,4
1168,0.36102483,1,29,3
1168,0.3610059,0,30,2
1168,0.36098355,0,31,1
1171,0.36109814,0,1,6
1171,0.36111116,0,2,5
1171,0.36112827,0,3,4
1171,0.36114812,0,4,3
1171,0.36116967,0,5,2
1171,0.36118937,0,6,1
1173,0.36109847,1,1,17
1173,0.3611127,1,2,16
1173,0.36113268,1,3,15
1173,0.36115533,1,4,14
1173,0.36117777,1,5,13
1173,0.36119676,1,6,12
1173,0.36120895,1,7,11
1173,0.36121672,1,8,10
1173,0.36121783,1,9,9
1173,0.36121243,1,10,8
1173,0.36119896,1,11,7
1173,0.361179,1,12,6
1173,0.36115366,1,13,5
1173,0.36112553,0,14,4
1173,0.3610936,0,15,3
1173,0.36106116,0,16,2
1173,0.36102957,0,17,1
1175,0.3610977,0,1,6
1175,0.3611121,0,2,5
1175,0.3611349,0,3,4
1175,0.36116368,0,4,3
1175,0.36119348,0,5,2
1175,0.36121717,0,6,1
1176,0.3610955,1,1,7
1176,0.36110193,1,2,6
1176,0.36111265,1,3,5
1176,0.36112663,1,4,4
1176,0.36114222,1,5,3
1176,0.3611584,0,6,2
1176,0.36117208,0,7,1
1178,0.3610974,0,1,8
1178,0.3611095,0,2,7
1178,0.36112922,0,3,6
1178,0.36115357,0,4,5
1178,0.3611775,0,5,4
1178,0.3611976,0,6,3
1178,0.36121243,0,7,2
1178,0.36122036,0,8,1
1179,0.36109632,0,1,12
1179,0.36110556,0,2,11
1179,0.36112115,0,3,10
1179,0.36114275,0,4,9
1179,0.3611668,0,5,8
1179,0.36118904,0,6,7
1179,0.36120534,0,7,6
1179,0.36121646,0,8,5
1179,0.36122048,0,9,4
1179,0.3612189,0,10,3
1179,0.3612126,0,11,2
1179,0.36120296,0,12,1
1182,0.36109746,0,1,10
1182,0.36110955,0,2,9
1182,0.36112738,0,3,8
1182,0.3611502,0,4,7
1182,0.36117387,0,5,6
1182,0.36119422,0,6,5
1182,0.36121127,0,7,4
1182,0.3612219,0,8,3
1182,0.36122605,0,9,2
1182,0.36122334,0,10,1
1184,0.36109746,1,1,9
1184,0.3611096,1,2,8
1184,0.36112827,1,3,7
1184,0.3611502,1,4,6
1184,0.36117423,1,5,5
1184,0.36119562,1,6,4
1184,0.36121297,1,7,3
1184,0.36122555,0,8,2
1184,0.36123046,0,9,1
1185,0.36109674,0,1,3
1185,0.36110592,0,2,2
1185,0.36111975,0,3,1
1188,0.36109853,1,1,8
1188,0.36111188,1,2,7
1188,0.3611312,1,3,6
1188,0.36115432,1,4,5
1188,0.36117628,1,5,4
1188,0.361192,1,6,3
1188,0.3612006,0,7,2
1188,0.36119944,0,8,1
1189,0.36109954,1,1,14
1189,0.3611176,1,2,13
1189,0.36114377,1,3,12
1189,0.36117423,1,4,11
1189,0.3612042,1,5,10
1189,0.36122724,1,6,9
1189,0.36124295,0,7,8
1189,0.3612501,0,8,7
1189,0.36125302,0,9,6
1189,0.36124885,0,10,5
1189,0.36123744,0,11,4
1189,0.36121976,0,12,3
1189,0.3611964,0,13,2
1189,0.3611704,0,14,1
1191,0.36109877,1,1,10
1191,0.36111474,1,2,9
1191,0.36114097,1,3,8
1191,0.36117178,1,4,7
1191,0.36120218,1,5,6
1191,0.36122417,1,6,5
1191,0.3612367,1,7,4
1191,0.36123857,0,8,3
1191,0.36122924,0,9,2
1191,0.36121124,0,10,1
1198,0.3610973,0,1,7
1198,0.36110795,0,2,6
1198,0.36112502,0,3,5
1198,0.36114597,0,4,4
1198,0.36116818,0,5,3
1198,0.36119002,0,6,2
1198,0.36120865,0,7,1
1202,0.36109763,1,1,17
1202,0.36111078,1,2,16
1202,0.36113063,1,3,15
1202,0.36115518,1,4,14
1202,0.36118165,1,5,13
1202,0.3612071,1,6,12
1202,0.36122856,1,7,11
1202,0.3612423,1,8,10
1202,0.3612504,1,9,9
1202,0.36125088,1,10,8
1202,0.3612433,1,11,7
1202,0.36122888,1,12,6
1202,0.36120823,1,13,5
1202,0.36118093,1,14,4
1202,0.36115056,1,15,3
1202,0.36111835,0,16,2
1202,0.36108357,0,17,1
1205,0.3610984,1,1,13
1205,0.36111164,1,2,12
1205,0.36113012,1,3,11
1205,0.36115322,1,4,10
1205,0.36117667,1,5,9
1205,0.3611965,1,6,8
1205,0.36121273,1,7,7
1205,0.36122254,1,8,6
1205,0.36122668,1,9,5
1205,0.3612251,0,10,4
1205,0.3612165,0,11,3
1205,0.3612033,0,12,2
1205,0.36118656,0,13,1
1208,0.3610974,1,1,12
1208,0.3611098,1,2,11
1208,0.36112773,1,3,10
1208,0.36115044,1,4,9
1208,0.36117387,1,5,8
1208,0.3611939,1,6,7
1208,0.36121053,1,7,6
1208,0.36122072,1,8,5
1208,0.36122483,1,9,4
1208,0.361224,0,10,3
1208,0.36121657,0,11,2
1208,0.36120433,0,12,1
1211,0.36109698,1,1,8
1211,0.3611062,1,2,7
1211,0.3611208,1,3,6
1211,0.36113954,1,4,5
1211,0.3611589,1,5,4
1211,0.3611773,1,6,3
1211,0.3611933,0,7,2
1211,0.3612046,0,8,1
1213,0.36109912,1,1,22
1213,0.36111683,1,2,21
1213,0.361144,1,3,20
1213,0.36117285,1,4,19
1213,0.36119926,1,5,18
1213,0.36121896,1,6,17
1213,0.36123133,1,7,16
1213,0.36123723,1,8,15
1213,0.36123547,1,9,14
1213,0.3612277,1,10,13
1213,0.36121336,1,11,12
1213,0.36119503,1,12,11
1213,0.36117333,1,13,10
1213,0.36114973,1,14,9
1213,0.3611257,1,15,8
1213,0.36110064,1,16,7
1213,0.3610739,1,17,6
1213,0.36104482,1,18,5
1213,0.36101228,1,19,4
1213,0.36097726,1,20,3
1213,0.36094302,0,21,2
1213,0.36091012,0,22,1
1214,0.36109895,1,1,4
1214,0.36111563,1,2,3
1214,0.3611427,0,3,2
1214,0.36117524,0,4,1
1217,0.3610968,1,1,9
1217,0.36110651,1,2,8
1217,0.36112368,1,3,7
1217,0.36114633,1,4,6
1217,0.36116898,1,5,5
1217,0.36118966,1,6,4
1217,0.36120495,1,7,3
1217,0.36121345,0,8,2
1217,0.36121526,0,9,1
1219,0.36109802,1,1,16
1219,0.36111265,1,2,15
1219,0.36113578,1,3,14
1219,0.36116523,1,4,13
1219,0.36119616,1,5,12
1219,0.36122304,1,6,11
1219,0.3612461,1,7,10
1219,0.36125985,1,8,9
1219,0.36126143,1,9,8
1219,0.36125046,1,10,7
1219,0.36123085,1,11,6
1219,0.3612046,1,12,5
1219,0.36117244,1,13,4
1219,0.36113918,0,14,3
1219,0.36110556,0,15,2
1219,0.36107665,0,16,1
1220,0.3610979,0,1,6
1220,0.36111134,0,2,5
1220,0.36113155,0,3,4
1220,0.361157,0,4,3
1220,0.3611846,0,5,2
1220,0.36120778,0,6,1
1221,0.3610983,0,1,6
1221,0.36111277,0,2,5
1221,0.36113292,0,3,4
1221,0.3611545,0,4,3
1221,0.36117446,0,5,2
1221,0.36118972,0,6,1
1224,0.36109835,1,1,11
1224,0.3611123,1,2,10
1224,0.3611334,1,3,9
1224,0.36115736,1,4,8
1224,0.36118,1,5,7
1224,0.3611993,1,6,6
1224,0.3612125,1,7,5
1224,0.36121443,1,8,4
1224,0.36120698,1,9,3
1224,0.36119044,0,10,2
1224,0.36116537,0,11,1
1226,0.3610974,0,1,6
1226,0.36110717,0,2,5
1226,0.36112404,0,3,4
1226,0.36114466,0,4,3
1226,0.36116487,0,5,2
1226,0.36118114,0,6,1
1228,0.36109757,1,1,10
1228,0.36110985,1,2,9
1228,0.36113012,1,3,8
1228,0.36115748,1,4,7
1228,0.36118466,1,5,6
1228,0.3612082,1,6,5
1228,0.3612259,1,7,4
1228,0.36123514,1,8,3
1228,0.3612364,0,9,2
1228,0.3612287,0,10,1
1234,0.36109543,1,1,5
1234,0.36110193,1,2,4
1234,0.36111456,1,3,3
1234,0.3611316,0,4,2
1234,0.3611483,0,5,1
1242,0.36109295,1,1,31
1242,0.36109456,1,2,30
1242,0.36109835,1,3,29
1242,0.36110383,1,4,28
1242,0.36110896,1,5,27
1242,0.3611112,1,6,26
1242,0.3611123,1,7,25
1242,0.3611123,1,8,24
1242,0.36110884,1,9,23
1242,0.36110082,1,10,22
1242,0.3610894,1,11,21
1242,0.3610764,1,12,20
1242,0.361062,1,13,19
1242,0.36104566,1,14,18
1242,0.36102608,1,15,17
1242,0.36100644,1,16,16
1242,0.36098695,1,17,15
1242,0.36096928,1,18,14
1242,0.36095685,1,19,13
1242,0.36095038,1,20,12
1242,0.36095184,1,21,11
1242,0.36096114,1,22,10
1242,0.36097282,1,23,9
1242,0.36098546,1,24,8
1242,0.3609975,1,25,7
1242,0.36100662,1,26,6
1242,0.36101243,1,27,5
1242,0.36101383,1,28,4
1242,0.36101088,1,29,3
1242,0.36100775,0,30,2
1242,0.3610024,0,31,1
1245,0.36109623,1,1,9
1245,0.3611036,1,2,8
1245,0.36111504,1,3,7
1245,0.3611282,1,4,6
1245,0.36114013,1,5,5
1245,0.36115056,1,6,4
1245,0.36115646,1,7,3
1245,0.36115485,0,8,2
1245,0.3611455,0,9,1
1246,0.3610965,1,1,4
1246,0.36110595,1,2,3
1246,0.36112082,0,3,2
1246,0.36113733,0,4,1
1249,0.3610986,0,1,8
1249,0.36111376,0,2,7
1249,0.3611371,0,3,6
1249,0.36116654,0,4,5
1249,0.36119717,0,5,4
1249,0.36122477,0,6,3
1249,0.36124632,0,7,2
1249,0.3612579,0,8,1
1250,0.36109853,0,1,9
1250,0.361116,0,2,8
1250,0.36114335,0,3,7
1250,0.3611759,0,4,6
1250,0.3612068,0,5,5
1250,0.36123282,0,6,4
1250,0.36125237,0,7,3
1250,0.36126575,0,8,2
1250,0.36127126,0,9,1
1253,0.36109644,1,1,11
1253,0.36110795,1,2,10
1253,0.36112645,1,3,9
1253,0.36115074,1,4,8
1253,0.36117673,1,5,7
1253,0.36120093,1,6,6
1253,0.36121863,1,7,5
1253,0.36122912,1,8,4
1253,0.36123195,1,9,3
1253,0.36122876,0,10,2
1253,0.36121958,0,11,1
1255,0.36109802,0,1,6
1255,0.36111113,0,2,5
1255,0.3611326,0,3,4
1255,0.3611619,0,4,3
1255,0.3611939,0,5,2
1255,0.36122298,0,6,1
1257,0.36109835,0,1,7
1257,0.36111313,0,2,6
1257,0.36113644,0,3,5
1257,0.3611675,0,4,4
1257,0.36119854,0,5,3
1257,0.36122528,0,6,2
1257,0.36124486,0,7,1
1262,0.36109793,1,1,8
1262,0.36110955,1,2,7
1262,0.36112407,1,3,6
1262,0.3611398,1,4,5
1262,0.36115465,1,5,4
1262,0.36116847,1,6,3
1262,0.36118,0,7,2
1262,0.36118776,0,8,1
1266,0.36109963,1,1,30
1266,0.3611174,1,2,29
1266,0.36114573,1,3,28
1266,0.36117718,1,4,27
1266,0.36120775,1,5,26
1266,0.36123312,1,6,25
1266,0.36124995,1,7,24
1266,0.3612571,1,8,23
1266,0.36125213,1,9,22
1266,0.36123845,1,10,21
1266,0.36121476,1,11,20
1266,0.36118597,1,12,19
1266,0.36115137,1,13,18
1266,0.36111423,1,14,17
1266,0.36107448,1,15,16
1266,0.36103696,1,16,15
1266,0.36100292,1,17,14
1266,0.36097264,1,18,13
1266,0.3609479,1,19,12
1266,0.36092767,1,20,11
1266,0.360911,1,21,10
1266,0.36089814,1,22,9
1266,0.36088616,1,23,8
1266,0.36087686,1,24,7
1266,0.3608716,1,25,6
1266,0.36087018,1,26,5
1266,0.3608697,1,27,4
1266,0.3608688,0,28,3
1266,0.3608646,0,29,2
1266,0.36085844,0,30,1
1269,0.36109766,1,1,6
1269,0.3611108,1,2,5
1269,0.36113065,1,3,4
1269,0.3611551,1,4,3
1269,0.36118096,0,5,2
1269,0.3612033,0,6,1
1270,0.36109763,0,1,9
1270,0.36110651,0,2,8
1270,0.36111844,0,3,7
1270,0.36113268,0,4,6
1270,0.36114788,0,5,5
1270,0.3611631,0,6,4
1270,0.36117703,0,7,3
1270,0.36119172,0,8,2
1270,0.3612042,0,9,1
1277,0.36109746,1,1,4
1277,0.36110783,1,2,3
1277,0.36112458,0,3,2
1277,0.36114448,0,4,1
1283,0.36109835,0,1,52
1283,0.3611123,0,2,51
1283,0.3611318,0,3,50
1283,0.3611567,0,4,49
1283,0.36118108,0,5,48
1283,0.36120105,0,6,47
1283,0.36121503,0,7,46
1283,0.3612209,0,8,45
1283,0.36122036,0,9,44
1283,0.36121482,0,10,43
1283,0.36120087,0,11,42
1283,0.36117747,0,12,41
1283,0.3611455,0,13,40
1283,0.36110616,0,14,39
1283,0.36106533,0,15,38
1283,0.3610221,0,16,37
1283,0.3609801,0,17,36
1283,0.36094064,0,18,35
1283,0.36090624,0,19,34
1283,0.36087787,0,20,33
1283,0.36085612,0,21,32
1283,0.360842,0,22,31
1283,0.3608342,0,23,30
1283,0.360831,0,24,29
1283,0.36082888,0,25,28
1283,0.36082944,0,26,27
1283,0.3608357,0,27,26
1283,0.36084652,0,28,25
1283,0.36086196,0,29,24
1283,0.36087912,0,30,23
1283,0.36090282,0,31,22
1283,0.3609291,0,32,21
1283,0.36095655,0,33,20
1283,0.3609851,0,34,19
1283,0.36101303,0,35,18
1283,0.3610375,0,36,17
1283,0.3610531,0,37,16
1283,0.36106196,0,38,15
1283,0.36105877,0,39,14
1283,0.3610487,0,40,13
1283,0.36102664,0,41,12
1283,0.36100107,0,42,11
1283,0.3609714,0,43,10
1283,0.36094207,0,44,9
1283,0.36091393,0,45,8
1283,0.36088845,0,46,7
1283,0.36086595,0,47,6
1283,0.3608421,0,48,5
1283,0.36081925,0,49,4
1283,0.3607986,0,50,3
1283,0.36078048,0,51,2
1283,0.3607653,0,52,1
1284,0.3610986,1,1,4
1284,0.36111283,1,2,3
1284,0.36113554,0,3,2
1284,0.3611626,0,4,1
1287,0.3610937,1,1,18
1287,0.36109608,1,2,17
1287,0.3611008,1,3,16
1287,0.36110803,1,4,15
1287,0.36111528,1,5,14
1287,0.36112067,1,6,13
1287,0.36112148,1,7,12
1287,0.36111903,1,8,11
1287,0.36111593,1,9,10
1287,0.3611108,1,10,9
1287,0.36110008,1,11,8
1287,0.361087,1,12,7
1287,0.36107028,1,13,6
1287,0.3610518,1,14,5
1287,0.3610338,1,15,4
1287,0.36101943,1,16,3
1287,0.36100876,0,17,2
1287,0.36100322,0,18,1
1288,0.3610981,0,1,5
1288,0.36111122,0,2,4
1288,0.36113107,0,3,3
1288,0.36115438,0,4,2
1288,0.36117673,0,5,1
1289,0.3610978,1,1,13
1289,0.36111027,1,2,12
1289,0.361128,1,3,11
1289,0.36114952,1,4,10
